f0,adult,group,gender,speaker
158,adult,m,male,61
163,adult,m,male,62
144,adult,m,male,63
119,adult,m,male,64
124,adult,m,male,65
121,adult,m,male,66
131,adult,m,male,67
111,adult,m,male,68
116,adult,m,male,69
113,adult,m,male,70
132,adult,m,male,71
124,adult,m,male,72
109,adult,m,male,73
156,adult,m,male,74
160,adult,m,male,75
141,adult,m,male,76
125,adult,m,male,77
106,adult,m,male,78
120,adult,m,male,79
132,adult,m,male,80
146,adult,m,male,81
151,adult,m,male,82
142,adult,m,male,83
151,adult,m,male,84
128,adult,m,male,85
112,adult,m,male,86
195,adult,m,male,87
141,adult,m,male,88
136,adult,m,male,89
164,adult,m,male,90
120,adult,m,male,91
228,adult,w,female,92
225,adult,w,female,93
215,adult,w,female,94
222,adult,w,female,95
244,adult,w,female,96
207,adult,w,female,97
182,adult,w,female,98
254,adult,w,female,99
247,adult,w,female,100
231,adult,w,female,101
200,adult,w,female,102
225,adult,w,female,103
240,adult,w,female,104
224,adult,w,female,105
248,adult,w,female,106
219,adult,w,female,107
232,adult,w,female,108
249,adult,w,female,109
233,adult,w,female,110
242,adult,w,female,111
203,adult,w,female,112
231,adult,w,female,113
262,adult,w,female,114
228,adult,w,female,115
195,adult,w,female,116
262,adult,w,female,117
242,adult,w,female,118
285,adult,w,female,119
254,adult,w,female,120
228,adult,w,female,121
205,adult,w,female,122
244,adult,w,female,123
232,adult,w,female,124
236,adult,w,female,125
214,adult,w,female,126
228,adult,w,female,127
258,adult,w,female,128
187,adult,w,female,129
205,adult,w,female,130
226,adult,w,female,131
240,adult,w,female,132
224,adult,w,female,133
224,adult,w,female,134
177,adult,w,female,135
237,adult,w,female,136
255,adult,w,female,137
256,adult,w,female,138
236,adult,w,female,139
237,child,b,male,1
269,child,b,male,2
210,child,b,male,3
241,child,b,male,4
217,child,b,male,5
289,child,b,male,6
201,child,b,male,7
233,child,b,male,8
203,child,b,male,9
213,child,b,male,10
254,child,b,male,11
211,child,b,male,12
210,child,b,male,13
280,child,b,male,14
183,child,b,male,15
257,child,b,male,16
266,child,b,male,17
235,child,b,male,18
212,child,b,male,19
255,child,b,male,20
282,child,b,male,21
213,child,b,male,22
220,child,b,male,23
216,child,b,male,24
214,child,b,male,25
206,child,b,male,26
234,child,b,male,27
247,child,g,female,28
220,child,g,female,29
268,child,g,female,30
225,child,g,female,31
238,child,g,female,32
234,child,g,female,33
242,child,g,female,34
262,child,g,female,35
229,child,g,female,36
226,child,g,female,37
248,child,g,female,38
229,child,g,female,39
208,child,g,female,40
247,child,g,female,41
256,child,g,female,42
207,child,g,female,43
227,child,g,female,44
248,child,g,female,45
229,child,g,female,46
171,adult,m,male,47
105,adult,m,male,48
96,adult,m,male,49
131,adult,m,male,50
117,adult,m,male,51
90,adult,m,male,52
132,adult,m,male,53
121,adult,m,male,54
157,adult,m,male,55
155,adult,m,male,56
107,adult,m,male,57
105,adult,m,male,58
147,adult,m,male,59
152,adult,m,male,60
147,adult,m,male,61
154,adult,m,male,62
138,adult,m,male,63
120,adult,m,male,64
122,adult,m,male,65
114,adult,m,male,66
130,adult,m,male,67
113,adult,m,male,68
116,adult,m,male,69
105,adult,m,male,70
124,adult,m,male,71
133,adult,m,male,72
96,adult,m,male,73
152,adult,m,male,74
147,adult,m,male,75
136,adult,m,male,76
124,adult,m,male,77
109,adult,m,male,78
118,adult,m,male,79
134,adult,m,male,80
141,adult,m,male,81
149,adult,m,male,82
138,adult,m,male,83
144,adult,m,male,84
128,adult,m,male,85
107,adult,m,male,86
180,adult,m,male,87
124,adult,m,male,88
119,adult,m,male,89
138,adult,m,male,90
119,adult,m,male,91
222,adult,w,female,92
226,adult,w,female,93
182,adult,w,female,94
216,adult,w,female,95
224,adult,w,female,96
226,adult,w,female,97
189,adult,w,female,98
243,adult,w,female,99
236,adult,w,female,100
217,adult,w,female,101
205,adult,w,female,102
241,adult,w,female,103
235,adult,w,female,104
220,adult,w,female,105
226,adult,w,female,106
198,adult,w,female,107
212,adult,w,female,108
235,adult,w,female,109
216,adult,w,female,110
221,adult,w,female,111
188,adult,w,female,112
211,adult,w,female,113
239,adult,w,female,114
217,adult,w,female,115
195,adult,w,female,116
244,adult,w,female,117
231,adult,w,female,118
307,adult,w,female,119
235,adult,w,female,120
216,adult,w,female,121
209,adult,w,female,122
244,adult,w,female,123
222,adult,w,female,124
207,adult,w,female,125
206,adult,w,female,126
206,adult,w,female,127
228,adult,w,female,128
198,adult,w,female,129
194,adult,w,female,130
215,adult,w,female,131
236,adult,w,female,132
214,adult,w,female,133
199,adult,w,female,134
155,adult,w,female,135
213,adult,w,female,136
236,adult,w,female,137
220,adult,w,female,138
213,adult,w,female,139
246,child,b,male,1
287,child,b,male,2
194,child,b,male,3
258,child,b,male,4
240,child,b,male,5
330,child,b,male,6
228,child,b,male,7
255,child,b,male,8
215,child,b,male,9
197,child,b,male,10
258,child,b,male,11
209,child,b,male,12
206,child,b,male,13
282,child,b,male,14
241,child,b,male,15
262,child,b,male,16
278,child,b,male,17
281,child,b,male,18
260,child,b,male,19
256,child,b,male,20
283,child,b,male,21
221,child,b,male,22
219,child,b,male,23
235,child,b,male,24
254,child,b,male,25
216,child,b,male,26
249,child,b,male,27
251,child,g,female,28
188,child,g,female,29
288,child,g,female,30
219,child,g,female,31
256,child,g,female,32
255,child,g,female,33
271,child,g,female,34
303,child,g,female,35
216,child,g,female,36
238,child,g,female,37
276,child,g,female,38
273,child,g,female,39
239,child,g,female,40
244,child,g,female,41
236,child,g,female,42
214,child,g,female,43
243,child,g,female,44
248,child,g,female,45
225,child,g,female,46
184,adult,m,male,47
114,adult,m,male,48
101,adult,m,male,49
144,adult,m,male,50
120,adult,m,male,51
113,adult,m,male,52
126,adult,m,male,53
136,adult,m,male,54
156,adult,m,male,55
161,adult,m,male,56
116,adult,m,male,57
115,adult,m,male,58
148,adult,m,male,59
174,adult,m,male,60
147,adult,m,male,61
165,adult,m,male,62
156,adult,m,male,63
116,adult,m,male,64
128,adult,m,male,65
132,adult,m,male,66
147,adult,m,male,67
123,adult,m,male,68
123,adult,m,male,69
123,adult,m,male,70
189,adult,m,male,71
143,adult,m,male,72
105,adult,m,male,73
199,adult,m,male,74
165,adult,m,male,75
160,adult,m,male,76
131,adult,m,male,77
114,adult,m,male,78
124,adult,m,male,79
143,adult,m,male,80
153,adult,m,male,81
192,adult,m,male,82
151,adult,m,male,83
154,adult,m,male,84
154,adult,m,male,85
113,adult,m,male,86
224,adult,m,male,87
147,adult,m,male,88
132,adult,m,male,89
171,adult,m,male,90
130,adult,m,male,91
260,adult,w,female,92
218,adult,w,female,93
211,adult,w,female,94
216,adult,w,female,95
223,adult,w,female,96
219,adult,w,female,97
211,adult,w,female,98
258,adult,w,female,99
265,adult,w,female,100
238,adult,w,female,101
232,adult,w,female,102
242,adult,w,female,103
231,adult,w,female,104
239,adult,w,female,105
262,adult,w,female,106
225,adult,w,female,107
216,adult,w,female,108
257,adult,w,female,109
171,adult,w,female,110
247,adult,w,female,111
199,adult,w,female,112
210,adult,w,female,113
268,adult,w,female,114
226,adult,w,female,115
230,adult,w,female,116
256,adult,w,female,117
261,adult,w,female,118
297,adult,w,female,119
268,adult,w,female,120
237,adult,w,female,121
238,adult,w,female,122
272,adult,w,female,123
242,adult,w,female,124
232,adult,w,female,125
219,adult,w,female,126
220,adult,w,female,127
260,adult,w,female,128
215,adult,w,female,129
223,adult,w,female,130
237,adult,w,female,131
255,adult,w,female,132
254,adult,w,female,133
204,adult,w,female,134
166,adult,w,female,135
238,adult,w,female,136
234,adult,w,female,137
240,adult,w,female,138
265,adult,w,female,139
